Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-04 00:00:00+02:00,5495.7099609375,5516.0498046875,5485.990234375,5516.0498046875,85333000,0,0
2018-05-07 00:00:00+02:00,5511.93994140625,5532.1201171875,5503.7001953125,5531.419921875,45591900,0,0
2018-05-08 00:00:00+02:00,5523.91015625,5529.14990234375,5496.39013671875,5521.93017578125,70214400,0,0
2018-05-09 00:00:00+02:00,5520.64990234375,5535.240234375,5511.580078125,5534.6298828125,72894200,0,0
2018-05-10 00:00:00+02:00,5532.3701171875,5547.2001953125,5522.91015625,5545.9501953125,48972800,0,0
2018-05-11 00:00:00+02:00,5533.41015625,5544.740234375,5521.33984375,5541.93994140625,61288900,0,0
2018-05-14 00:00:00+02:00,5539.0498046875,5542.2099609375,5524.43994140625,5540.68017578125,59725700,0,0
2018-05-15 00:00:00+02:00,5529.39013671875,5563.35986328125,5527.64013671875,5553.16015625,88419600,0,0
2018-05-16 00:00:00+02:00,5546.39013671875,5570.9599609375,5540.669921875,5567.5400390625,76258900,0,0
2018-05-17 00:00:00+02:00,5570.39013671875,5621.919921875,5570.0400390625,5621.919921875,80318200,0,0
2018-05-18 00:00:00+02:00,5610.14013671875,5643.14990234375,5603.35009765625,5614.509765625,115184600,0,0
2018-05-21 00:00:00+02:00,5626.7001953125,5657.43994140625,5626.18017578125,5637.509765625,49392900,0,0
2018-05-22 00:00:00+02:00,5637.93994140625,5653.08984375,5628.93017578125,5640.10009765625,82627400,0,0
2018-05-23 00:00:00+02:00,5626.02001953125,5626.02001953125,5544.41015625,5565.85009765625,100736000,0,0
2018-05-24 00:00:00+02:00,5576.64990234375,5598.64990234375,5523.22021484375,5548.4501953125,85231200,0,0
2018-05-25 00:00:00+02:00,5570.72998046875,5592.16015625,5519.77978515625,5542.5498046875,87810500,0,0
2018-05-28 00:00:00+02:00,5565.66015625,5577.3798828125,5492.2998046875,5508.93017578125,58701500,0,0
2018-05-29 00:00:00+02:00,5466.47998046875,5480.18017578125,5389.60986328125,5438.06005859375,141981600,0,0
2018-05-30 00:00:00+02:00,5420.14990234375,5434.240234375,5386.14990234375,5427.35009765625,116950900,0,0
2018-05-31 00:00:00+02:00,5440.9501953125,5453.009765625,5381.3798828125,5398.39990234375,144487200,0,0
2018-06-01 00:00:00+02:00,5440.419921875,5482.56005859375,5438.31005859375,5465.52978515625,99399200,0,0
2018-06-04 00:00:00+02:00,5497.740234375,5501.47998046875,5468.919921875,5472.91015625,79269000,0,0
2018-06-05 00:00:00+02:00,5464.8798828125,5512.81982421875,5460.9501953125,5460.9501953125,84084300,0,0
2018-06-06 00:00:00+02:00,5470.580078125,5480.31005859375,5419.93994140625,5457.56005859375,88256900,0,0
2018-06-07 00:00:00+02:00,5482.60986328125,5500.31982421875,5440.66015625,5448.35986328125,80269600,0,0
2018-06-08 00:00:00+02:00,5419.7099609375,5458.85009765625,5405.35986328125,5450.22021484375,79611800,0,0
2018-06-11 00:00:00+02:00,5459.81005859375,5480.419921875,5451.1298828125,5473.91015625,87500400,0,0
2018-06-12 00:00:00+02:00,5494.830078125,5496.47021484375,5448.7001953125,5453.3701171875,78558400,0,0
2018-06-13 00:00:00+02:00,5457.31005859375,5474.009765625,5447.89990234375,5452.72998046875,82724700,0,0
2018-06-14 00:00:00+02:00,5420.39013671875,5543.2900390625,5408.2998046875,5528.4599609375,99909400,0,0
2018-06-15 00:00:00+02:00,5542.81982421875,5560.6201171875,5501.8798828125,5501.8798828125,189560900,0,0
2018-06-18 00:00:00+02:00,5487.7001953125,5491.83984375,5418.47998046875,5450.47998046875,84643700,0,0
2018-06-19 00:00:00+02:00,5387.81005859375,5398.0400390625,5366.0498046875,5390.6298828125,87760800,0,0
2018-06-20 00:00:00+02:00,5418.2001953125,5418.2001953125,5372.0400390625,5372.31005859375,83444100,0,0
2018-06-21 00:00:00+02:00,5386.8798828125,5396.47021484375,5302.08984375,5316.009765625,92471200,0,0
2018-06-22 00:00:00+02:00,5330.0498046875,5389.31982421875,5327.02978515625,5387.3798828125,74045400,0,0
2018-06-25 00:00:00+02:00,5350.9599609375,5362.330078125,5283.85986328125,5283.85986328125,61986900,0,0
2018-06-26 00:00:00+02:00,5308.8798828125,5315.56005859375,5281.2900390625,5281.2900390625,66678000,0,0
2018-06-27 00:00:00+02:00,5284.4599609375,5371.580078125,5246.41015625,5327.2001953125,91539300,0,0
2018-06-28 00:00:00+02:00,5308.43994140625,5341.08984375,5250.22021484375,5275.64013671875,91384400,0,0
2018-06-29 00:00:00+02:00,5335.240234375,5357.9501953125,5318.47021484375,5323.52978515625,96281300,0,0
2018-07-02 00:00:00+02:00,5264.39990234375,5293.39990234375,5242.64013671875,5276.759765625,84519600,0,0
2018-07-03 00:00:00+02:00,5302.35986328125,5336.2001953125,5284.1298828125,5316.77001953125,79762300,0,0
2018-07-04 00:00:00+02:00,5313.9599609375,5333.22021484375,5307.2001953125,5320.5,63961500,0,0
2018-07-05 00:00:00+02:00,5326.02001953125,5391.56982421875,5324.52001953125,5366.31982421875,95493300,0,0
2018-07-06 00:00:00+02:00,5387.18017578125,5393.4599609375,5345.4599609375,5375.77001953125,72631100,0,0
2018-07-09 00:00:00+02:00,5403.0400390625,5418.9501953125,5384.60009765625,5398.10986328125,68001100,0,0
2018-07-10 00:00:00+02:00,5410.18994140625,5437.0498046875,5404.89990234375,5434.35986328125,73970700,0,0
