Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-02 00:00:00+02:00,9982.599609375,10098.900390625,9981.400390625,10088.900390625,157392800,0,0
2018-05-03 00:00:00+02:00,10080.7001953125,10095.2001953125,10017.599609375,10038.7998046875,140956500,0,0
2018-05-04 00:00:00+02:00,10047.099609375,10104.099609375,10029.400390625,10104.099609375,162050000,0,0
2018-05-07 00:00:00+02:00,10114.2001953125,10148.599609375,10106.2998046875,10140.900390625,89759400,0,0
2018-05-08 00:00:00+02:00,10135.099609375,10180.5,10091.900390625,10168.099609375,177955800,0,0
2018-05-09 00:00:00+02:00,10163.7001953125,10222.7001953125,10138.900390625,10221.2001953125,133256100,0,0
2018-05-10 00:00:00+02:00,10243.2998046875,10257.099609375,10191.099609375,10246.599609375,116750700,0,0
2018-05-11 00:00:00+02:00,10245.2001953125,10284.5,10242.099609375,10271.400390625,120333700,0,0
2018-05-14 00:00:00+02:00,10277.2001953125,10291.400390625,10215.2998046875,10257.7998046875,108963000,0,0
2018-05-15 00:00:00+02:00,10237.900390625,10265.0,10159.099609375,10207.599609375,152740700,0,0
2018-05-16 00:00:00+02:00,10189.7998046875,10194.2001953125,10089.7998046875,10111.0,212003400,0,0
2018-05-17 00:00:00+02:00,10120.7998046875,10216.400390625,10108.5,10216.400390625,153622900,0,0
2018-05-18 00:00:00+02:00,10209.2998046875,10221.0,10088.400390625,10112.400390625,249545800,0,0
2018-05-21 00:00:00+02:00,10155.2001953125,10155.900390625,10055.7998046875,10066.5,110379200,0,0
2018-05-22 00:00:00+02:00,10081.5,10156.400390625,10060.7998046875,10138.7998046875,145394700,0,0
2018-05-23 00:00:00+02:00,10101.7998046875,10101.7998046875,9957.7998046875,10025.0,157919000,0,0
2018-05-24 00:00:00+02:00,10045.5,10092.5,9964.0,9996.0,155881200,0,0
2018-05-25 00:00:00+02:00,10031.0,10053.099609375,9722.7998046875,9826.5,298273900,0,0
2018-05-28 00:00:00+02:00,9891.400390625,9921.400390625,9732.599609375,9764.400390625,155744000,0,0
2018-05-29 00:00:00+02:00,9668.400390625,9668.400390625,9447.599609375,9521.2998046875,364026100,0,0
