Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-11 09:00:00,6108.6298828125,6110.18994140625,6108.6298828125,6109.3701171875,6109.3701171875,0
2023-05-11 09:01:00,6112.9501953125,6112.9501953125,6111.669921875,6111.669921875,6111.669921875,0
2023-05-11 09:02:00,6112.1298828125,6112.1298828125,6110.97021484375,6111.259765625,6111.259765625,0
2023-05-11 09:03:00,6111.419921875,6111.419921875,6107.43994140625,6107.43994140625,6107.43994140625,0
2023-05-11 09:04:00,6107.2998046875,6107.2998046875,6106.22021484375,6106.41015625,6106.41015625,0
2023-05-11 09:05:00,6105.0498046875,6106.7998046875,6105.0498046875,6106.7998046875,6106.7998046875,0
2023-05-11 09:06:00,6107.5400390625,6107.5400390625,6107.25,6107.25,6107.25,0
2023-05-11 09:07:00,6107.1298828125,6108.47998046875,6107.1298828125,6108.47998046875,6108.47998046875,0
2023-05-11 09:08:00,6108.47998046875,6108.830078125,6108.47998046875,6108.830078125,6108.830078125,0
2023-05-11 09:09:00,6108.830078125,6110.6201171875,6108.830078125,6110.6201171875,6110.6201171875,0
2023-05-11 09:10:00,6112.0498046875,6112.1298828125,6111.77001953125,6111.77001953125,6111.77001953125,0
2023-05-11 09:11:00,6111.5498046875,6111.7001953125,6110.6201171875,6110.6201171875,6110.6201171875,0
2023-05-11 09:12:00,6110.830078125,6110.830078125,6110.240234375,6110.240234375,6110.240234375,0
2023-05-11 09:13:00,6109.3701171875,6109.3701171875,6109.16015625,6109.16015625,6109.16015625,0
2023-05-11 09:14:00,6108.18017578125,6110.35986328125,6108.18017578125,6110.35986328125,6110.35986328125,0
2023-05-11 09:15:00,6110.2099609375,6110.2099609375,6110.2099609375,6110.2099609375,6110.2099609375,0
2023-05-11 09:16:00,6110.06982421875,6111.009765625,6110.06982421875,6110.85986328125,6110.85986328125,0
2023-05-11 09:17:00,6111.580078125,6111.8701171875,6111.580078125,6111.8701171875,6111.8701171875,0
2023-05-11 09:18:00,6111.919921875,6111.919921875,6110.77978515625,6110.77978515625,6110.77978515625,0
2023-05-11 09:19:00,6112.47998046875,6112.47998046875,6112.47998046875,6112.47998046875,6112.47998046875,0
2023-05-11 09:20:00,6111.7099609375,6112.10986328125,6111.7099609375,6111.759765625,6111.759765625,0
2023-05-11 09:21:00,6111.89990234375,6111.89990234375,6110.31982421875,6110.31982421875,6110.31982421875,0
2023-05-11 09:22:00,6110.31982421875,6110.31982421875,6108.06005859375,6108.06005859375,6108.06005859375,0
2023-05-11 09:23:00,6108.1298828125,6108.1298828125,6106.81005859375,6106.81005859375,6106.81005859375,0
2023-05-11 09:24:00,6106.4501953125,6106.4501953125,6105.2900390625,6105.77978515625,6105.77978515625,0
