Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-25 09:00:00,15872.4599609375,15872.4599609375,15861.5498046875,15871.2099609375,15871.2099609375,0
2023-05-25 09:01:00,15871.1298828125,15872.599609375,15859.1796875,15859.26953125,15859.26953125,0
2023-05-25 09:02:00,15858.5302734375,15858.5302734375,15835.0400390625,15844.1396484375,15844.1396484375,0
2023-05-25 09:03:00,15843.8896484375,15843.8896484375,15834.8095703125,15836.1201171875,15836.1201171875,0
2023-05-25 09:04:00,15836.3896484375,15843.8203125,15836.3896484375,15840.25,15840.25,0
2023-05-25 09:05:00,15840.25,15844.2099609375,15832.58984375,15832.58984375,15832.58984375,0
2023-05-25 09:06:00,15832.3095703125,15832.3701171875,15820.740234375,15822.2998046875,15822.2998046875,0
2023-05-25 09:07:00,15821.1796875,15833.2802734375,15821.1796875,15833.2802734375,15833.2802734375,0
2023-05-25 09:08:00,15833.3203125,15834.4697265625,15821.080078125,15821.080078125,15821.080078125,0
2023-05-25 09:09:00,15821.6796875,15823.669921875,15819.01953125,15822.1904296875,15822.1904296875,0
2023-05-25 09:10:00,15823.2197265625,15835.5498046875,15823.2197265625,15835.5498046875,15835.5498046875,0
2023-05-25 09:11:00,15835.2802734375,15841.6904296875,15835.2802734375,15841.1796875,15841.1796875,0
2023-05-25 09:12:00,15841.1103515625,15842.009765625,15833.3203125,15833.4296875,15833.4296875,0
2023-05-25 09:13:00,15832.7001953125,15832.7001953125,15819.2802734375,15821.400390625,15821.400390625,0
2023-05-25 09:14:00,15822.0400390625,15823.3896484375,15815.76953125,15815.76953125,15815.76953125,0
2023-05-25 09:15:00,15815.76953125,15819.9501953125,15812.0703125,15819.3701171875,15819.3701171875,0
2023-05-25 09:16:00,15819.5703125,15828.6796875,15819.3603515625,15824.8095703125,15824.8095703125,0
2023-05-25 09:17:00,15824.8095703125,15824.8095703125,15814.5,15814.669921875,15814.669921875,0
2023-05-25 09:18:00,15814.830078125,15822.25,15814.830078125,15821.0595703125,15821.0595703125,0
2023-05-25 09:19:00,15821.0595703125,15830.240234375,15821.0595703125,15828.6396484375,15828.6396484375,0
2023-05-25 09:20:00,15828.740234375,15839.1396484375,15828.740234375,15839.1396484375,15839.1396484375,0
2023-05-25 09:21:00,15838.8203125,15843.4501953125,15836.6298828125,15836.7900390625,15836.7900390625,0
2023-05-25 09:22:00,15837.01953125,15837.01953125,15828.0400390625,15828.0400390625,15828.0400390625,0
2023-05-25 09:23:00,15828.4599609375,15830.9404296875,15826.919921875,15828.91015625,15828.91015625,0
2023-05-25 09:24:00,15828.91015625,15829.2099609375,15821.509765625,15822.8203125,15822.8203125,0
2023-05-25 09:25:00,15822.8203125,15823.5703125,15819.740234375,15822.419921875,15822.419921875,0
2023-05-25 09:26:00,15822.419921875,15824.0703125,15819.849609375,15821.4501953125,15821.4501953125,0
2023-05-25 09:27:00,15821.919921875,15823.98046875,15813.2802734375,15814.419921875,15814.419921875,0
2023-05-25 09:28:00,15814.4296875,15814.7900390625,15810.98046875,15812.080078125,15812.080078125,0
2023-05-25 09:29:00,15811.740234375,15816.0498046875,15811.740234375,15815.16015625,15815.16015625,0
2023-05-25 09:30:00,15815.1904296875,15815.1904296875,15792.1103515625,15792.1103515625,15792.1103515625,0
2023-05-25 09:31:00,15792.1103515625,15792.1103515625,15772.23046875,15772.23046875,15772.23046875,0
2023-05-25 09:32:00,15772.259765625,15777.2802734375,15771.419921875,15776.0498046875,15776.0498046875,0
2023-05-25 09:33:00,15775.990234375,15777.150390625,15770.4501953125,15777.150390625,15777.150390625,0
2023-05-25 09:34:00,15777.41015625,15778.3896484375,15762.669921875,15762.669921875,15762.669921875,0
2023-05-25 09:35:00,15762.33984375,15763.25,15748.4501953125,15748.58984375,15748.58984375,0
2023-05-25 09:36:00,15748.58984375,15752.58984375,15745.330078125,15746.5703125,15746.5703125,0
2023-05-25 09:37:00,15746.8095703125,15752.400390625,15744.6201171875,15744.9296875,15744.9296875,0
2023-05-25 09:38:00,15745.009765625,15748.4296875,15744.25,15748.169921875,15748.169921875,0
2023-05-25 09:39:00,15747.9404296875,15758.1298828125,15747.0595703125,15757.740234375,15757.740234375,0
2023-05-25 09:40:00,15757.7197265625,15759.830078125,15754.25,15754.4501953125,15754.4501953125,0
2023-05-25 09:41:00,15754.25,15761.1298828125,15754.08984375,15760.8701171875,15760.8701171875,0
2023-05-25 09:42:00,15761.0400390625,15763.150390625,15758.419921875,15758.91015625,15758.91015625,0
2023-05-25 09:43:00,15758.91015625,15758.91015625,15752.9404296875,15752.9404296875,15752.9404296875,0
2023-05-25 09:44:00,15742.080078125,15742.080078125,15737.0703125,15737.0703125,15737.0703125,0
2023-05-25 09:45:00,15736.240234375,15738.8095703125,15735.5,15738.650390625,15738.650390625,0
2023-05-25 09:46:00,15738.25,15738.25,15729.6103515625,15731.2197265625,15731.2197265625,0
2023-05-25 09:47:00,15731.2197265625,15732.6796875,15729.419921875,15730.1103515625,15730.1103515625,0
2023-05-25 09:48:00,15730.0498046875,15731.6103515625,15729.2001953125,15729.2197265625,15729.2197265625,0
2023-05-25 09:49:00,15728.2998046875,15744.1298828125,15726.5,15744.1298828125,15744.1298828125,0
2023-05-25 09:50:00,15744.3203125,15745.7802734375,15734.7001953125,15735.0703125,15735.0703125,0
2023-05-25 09:51:00,15734.58984375,15738.2099609375,15733.259765625,15738.01953125,15738.01953125,0
2023-05-25 09:52:00,15738.01953125,15738.650390625,15733.91015625,15737.2900390625,15737.2900390625,0
2023-05-25 09:53:00,15737.2900390625,15742.509765625,15737.169921875,15740.1298828125,15740.1298828125,0
2023-05-25 09:54:00,15739.3095703125,15743.1396484375,15733.7001953125,15743.0703125,15743.0703125,0
2023-05-25 09:55:00,15743.349609375,15750.8896484375,15742.9296875,15750.419921875,15750.419921875,0
2023-05-25 09:56:00,15750.4404296875,15757.9404296875,15750.4404296875,15757.7197265625,15757.7197265625,0
2023-05-25 09:57:00,15757.9296875,15759.509765625,15755.1396484375,15758.75,15758.75,0
2023-05-25 09:58:00,15758.6904296875,15759.0595703125,15755.5302734375,15755.9296875,15755.9296875,0
2023-05-25 09:59:00,15755.9599609375,15755.9599609375,15751.4296875,15751.7197265625,15751.7197265625,0
2023-05-25 10:00:00,15751.41015625,15752.6904296875,15747.849609375,15752.3095703125,15752.3095703125,0
2023-05-25 10:01:00,15752.650390625,15752.740234375,15744.6298828125,15744.6298828125,15744.6298828125,0
2023-05-25 10:02:00,15744.6298828125,15750.5,15744.1796875,15749.900390625,15749.900390625,0
2023-05-25 10:03:00,15750.0,15761.5400390625,15750.0,15760.9697265625,15760.9697265625,0
2023-05-25 10:04:00,15760.9697265625,15768.41015625,15760.75,15768.2900390625,15768.2900390625,0
2023-05-25 10:05:00,15768.16015625,15776.83984375,15767.8896484375,15774.1298828125,15774.1298828125,0
2023-05-25 10:06:00,15774.3701171875,15775.009765625,15770.08984375,15774.0498046875,15774.0498046875,0
