Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-11 09:00:00,9166.099609375,9183.900390625,9166.099609375,9182.400390625,9182.400390625,0
2023-05-11 09:01:00,9184.0,9195.900390625,9184.0,9195.900390625,9195.900390625,114204
2023-05-11 09:03:00,9195.7998046875,9195.7998046875,9195.7998046875,9195.7998046875,9195.7998046875,1008624
2023-05-11 09:04:00,9195.5,9198.7001953125,9195.5,9195.7001953125,9195.7001953125,174757
2023-05-11 09:05:00,9196.599609375,9197.5,9194.599609375,9196.0,9196.0,195757
2023-05-11 09:06:00,9196.400390625,9203.599609375,9196.2998046875,9203.2001953125,9203.2001953125,172458
2023-05-11 09:07:00,9201.400390625,9202.7998046875,9200.7998046875,9202.7998046875,9202.7998046875,59052
2023-05-11 09:08:00,9202.7998046875,9203.0,9202.0,9202.099609375,9202.099609375,241215
2023-05-11 09:09:00,9202.0,9203.099609375,9201.099609375,9201.099609375,9201.099609375,161276
2023-05-11 09:10:00,9201.7001953125,9204.0,9201.7001953125,9203.900390625,9203.900390625,96886
2023-05-11 09:11:00,9204.900390625,9206.0,9204.400390625,9205.400390625,9205.400390625,107177
2023-05-11 09:12:00,9205.400390625,9205.400390625,9200.900390625,9200.900390625,9200.900390625,175232
2023-05-11 09:13:00,9201.400390625,9201.5,9198.5,9198.5,9198.5,219734
2023-05-11 09:14:00,9198.400390625,9198.400390625,9196.7001953125,9196.7998046875,9196.7998046875,142253
2023-05-11 09:15:00,9197.2001953125,9200.400390625,9197.2001953125,9200.400390625,9200.400390625,132085
2023-05-11 09:16:00,9202.2001953125,9205.599609375,9201.900390625,9204.7001953125,9204.7001953125,213306
2023-05-11 09:17:00,9205.099609375,9206.599609375,9204.5,9206.599609375,9206.599609375,153704
2023-05-11 09:18:00,9207.599609375,9209.400390625,9207.599609375,9209.400390625,9209.400390625,139793
2023-05-11 09:19:00,9208.0,9208.0,9204.900390625,9205.0,9205.0,280097
2023-05-11 09:20:00,9204.7998046875,9205.7001953125,9202.2998046875,9205.7001953125,9205.7001953125,151391
2023-05-11 09:21:00,9206.5,9208.900390625,9206.5,9208.900390625,9208.900390625,236777
2023-05-11 09:22:00,9205.900390625,9205.900390625,9199.0,9199.400390625,9199.400390625,261223
2023-05-11 09:23:00,9198.599609375,9198.599609375,9190.7998046875,9190.7998046875,9190.7998046875,277009
2023-05-11 09:24:00,9190.900390625,9193.599609375,9190.900390625,9193.0,9193.0,235904
2023-05-11 09:25:00,9192.400390625,9193.599609375,9191.5,9192.7001953125,9192.7001953125,157685
2023-05-11 09:26:00,9191.599609375,9191.599609375,9189.099609375,9189.7998046875,9189.7998046875,283296
2023-05-11 09:27:00,9186.2998046875,9186.5,9185.7998046875,9186.5,9186.5,239789
2023-05-11 09:28:00,9187.0,9187.0,9185.599609375,9186.2998046875,9186.2998046875,615606
2023-05-11 09:29:00,9183.900390625,9188.5,9183.2998046875,9188.5,9188.5,401685
2023-05-11 09:30:00,9188.400390625,9189.0,9186.2998046875,9189.0,9189.0,120486
2023-05-11 09:31:00,9187.900390625,9191.900390625,9186.900390625,9191.900390625,9191.900390625,422994
2023-05-11 09:32:00,9192.7998046875,9197.900390625,9191.0,9197.900390625,9197.900390625,286113
2023-05-11 09:33:00,9198.2001953125,9198.2001953125,9196.900390625,9197.099609375,9197.099609375,154178
2023-05-11 09:34:00,9196.599609375,9196.599609375,9194.7998046875,9196.5,9196.5,145916
2023-05-11 09:35:00,9196.900390625,9199.2001953125,9196.900390625,9198.5,9198.5,120005
2023-05-11 09:36:00,9199.2998046875,9200.2998046875,9199.099609375,9199.099609375,9199.099609375,179644
2023-05-11 09:37:00,9199.400390625,9206.2001953125,9199.400390625,9206.2001953125,9206.2001953125,245986
2023-05-11 09:38:00,9206.2001953125,9208.099609375,9206.2001953125,9208.0,9208.0,152495
2023-05-11 09:39:00,9208.0,9210.599609375,9208.0,9210.599609375,9210.599609375,107982
2023-05-11 09:40:00,9209.599609375,9211.599609375,9209.400390625,9211.599609375,9211.599609375,71618
2023-05-11 09:41:00,9211.2998046875,9211.2998046875,9209.2998046875,9209.599609375,9209.599609375,47053
2023-05-11 09:42:00,9209.2998046875,9209.400390625,9204.7001953125,9204.900390625,9204.900390625,183082
2023-05-11 09:43:00,9204.900390625,9208.099609375,9204.900390625,9208.099609375,9208.099609375,258646
2023-05-11 09:44:00,9207.900390625,9207.900390625,9207.2998046875,9207.7001953125,9207.7001953125,111560
2023-05-11 09:45:00,9207.900390625,9210.2001953125,9207.599609375,9210.2001953125,9210.2001953125,89878
2023-05-11 09:46:00,9210.099609375,9212.400390625,9209.7998046875,9211.5,9211.5,95240
2023-05-11 09:47:00,9211.5,9212.2998046875,9209.900390625,9210.7998046875,9210.7998046875,130651
2023-05-11 09:48:00,9210.099609375,9210.099609375,9207.2998046875,9208.599609375,9208.599609375,164194
2023-05-11 09:49:00,9207.400390625,9210.099609375,9207.400390625,9208.900390625,9208.900390625,149787
2023-05-11 09:50:00,9208.0,9208.400390625,9207.400390625,9208.2998046875,9208.2998046875,113212
2023-05-11 09:51:00,9208.2998046875,9209.400390625,9208.2998046875,9209.2998046875,9209.2998046875,53148
2023-05-11 09:52:00,9210.5,9211.7998046875,9208.599609375,9208.599609375,9208.599609375,287720
2023-05-11 09:53:00,9208.599609375,9210.099609375,9207.7001953125,9207.900390625,9207.900390625,60707
2023-05-11 09:54:00,9206.7001953125,9206.7001953125,9205.2001953125,9205.7001953125,9205.7001953125,101003
2023-05-11 09:55:00,9206.099609375,9206.599609375,9205.099609375,9205.2001953125,9205.2001953125,75880
2023-05-11 09:56:00,9205.900390625,9207.7001953125,9205.400390625,9207.7001953125,9207.7001953125,129853
2023-05-11 09:57:00,9207.2001953125,9208.599609375,9206.2001953125,9206.2001953125,9206.2001953125,147527
2023-05-11 09:58:00,9206.5,9207.7998046875,9206.2998046875,9206.2998046875,9206.2998046875,152338
2023-05-11 09:59:00,9206.2998046875,9208.900390625,9206.2998046875,9208.900390625,9208.900390625,71910
2023-05-11 10:00:00,9210.400390625,9212.400390625,9210.2998046875,9212.400390625,9212.400390625,192754
2023-05-11 10:01:00,9214.099609375,9214.099609375,9212.7998046875,9213.900390625,9213.900390625,154104
2023-05-11 10:02:00,9213.900390625,9213.900390625,9211.099609375,9211.099609375,9211.099609375,117225
2023-05-11 10:03:00,9211.5,9211.5,9206.7998046875,9206.7998046875,9206.7998046875,95680
2023-05-11 10:04:00,9206.7998046875,9206.7998046875,9204.400390625,9204.400390625,9204.400390625,100869
2023-05-11 10:05:00,9204.099609375,9206.900390625,9204.0,9206.900390625,9206.900390625,85274
2023-05-11 10:06:00,9207.400390625,9210.0,9207.099609375,9208.900390625,9208.900390625,66435
2023-05-11 10:07:00,9208.400390625,9210.7998046875,9208.0,9209.7001953125,9209.7001953125,89707
2023-05-11 10:08:00,9209.0,9213.900390625,9209.0,9211.7998046875,9211.7998046875,228478
2023-05-11 10:09:00,9211.2001953125,9211.900390625,9211.2001953125,9211.7998046875,9211.7998046875,46296
2023-05-11 10:10:00,9212.099609375,9212.099609375,9210.7001953125,9210.7001953125,9210.7001953125,51936
2023-05-11 10:11:00,9210.7001953125,9210.7001953125,9207.599609375,9208.099609375,9208.099609375,115284
2023-05-11 10:12:00,9208.400390625,9208.7001953125,9207.5,9208.7001953125,9208.7001953125,46795
2023-05-11 10:13:00,9208.400390625,9209.2998046875,9207.2001953125,9207.7001953125,9207.7001953125,84523
2023-05-11 10:14:00,9208.2001953125,9208.599609375,9207.7998046875,9208.599609375,9208.599609375,56138
2023-05-11 10:15:00,9208.2998046875,9209.599609375,9208.2001953125,9209.599609375,9209.599609375,74225
2023-05-11 10:19:00,9207.599609375,9207.599609375,9205.2998046875,9205.2998046875,9205.2998046875,531785
2023-05-11 10:20:00,9205.7001953125,9205.7998046875,9202.400390625,9202.400390625,9202.400390625,290998
2023-05-11 10:21:00,9202.2998046875,9202.2998046875,9200.2001953125,9201.5,9201.5,146461
2023-05-11 10:22:00,9201.5,9201.5,9198.7001953125,9198.7001953125,9198.7001953125,122557
2023-05-11 10:23:00,9199.099609375,9199.099609375,9197.5,9198.5,9198.5,63973
2023-05-11 10:24:00,9198.7998046875,9199.7998046875,9197.099609375,9199.7998046875,9199.7998046875,77633
2023-05-11 10:25:00,9197.900390625,9198.0,9195.900390625,9195.900390625,9195.900390625,89841
2023-05-11 10:26:00,9195.900390625,9196.900390625,9195.2998046875,9196.900390625,9196.900390625,161081
2023-05-11 10:27:00,9196.5,9197.0,9196.5,9196.900390625,9196.900390625,78959
2023-05-11 10:28:00,9197.5,9197.7998046875,9197.0,9197.2001953125,9197.2001953125,88755
2023-05-11 10:29:00,9196.900390625,9196.900390625,9195.900390625,9196.2001953125,9196.2001953125,43821
2023-05-11 10:30:00,9196.2001953125,9197.5,9196.0,9196.7998046875,9196.7998046875,66988
2023-05-11 10:31:00,9196.7998046875,9196.7998046875,9196.099609375,9196.7998046875,9196.7998046875,49307
2023-05-11 10:32:00,9196.2998046875,9199.7001953125,9196.2998046875,9199.400390625,9199.400390625,108456
2023-05-11 10:33:00,9199.0,9199.0,9198.2998046875,9198.7998046875,9198.7998046875,14318
2023-05-11 10:34:00,9198.7998046875,9199.599609375,9198.7998046875,9198.900390625,9198.900390625,113901
2023-05-11 10:35:00,9199.0,9199.099609375,9197.900390625,9197.900390625,9197.900390625,72940
2023-05-11 10:36:00,9198.0,9198.0,9194.2001953125,9194.2001953125,9194.2001953125,361892
